ztfname,zHD,zHDERR,mB,mBERR,x1,x1ERR,c,cERR,cov_mB_x1,cov_mB_c,cov_x1_c,host_logmass,host_logmass_err,host_logmass_local,host_logmass_local_err,host_color,host_color_err,host_color_local,host_color_local_err,HR_tripp,HR_tripp_err,HR_tripp_err_nosigint
ZTF20aazkxcw,0.0351523,1.551e-05,16.855761969434745,0.03843536677595325,-1.73822,0.104998,-0.0160011,0.0333376,0.000676520167157893,0.001061788527130085,-2.28965e-06,11.026,0.1118033988749895,10.595,0.035,1.64269653,0.018439088915,1.77269653,0.018384776311,-0.20957349786606905,0.18563991005572839,0.07457999869602387
ZTF20aaznpor,0.039544,8.73e-05,17.261039352522886,0.03624817677123006,-0.0557952,0.130516,0.117915,0.031455,0.0006468804506195977,0.0009736145381612925,7.37656e-05,10.705,0.1187265766372466,10.382,0.093,1.28869653,0.019104973175,1.39269653,0.017691806013,-0.17284793674407295,0.1838149776302695,0.06991384699196913
ZTF20aazoqmh,0.0544246,0.00143119,17.492684103495982,0.03389491503820982,0.326883,0.0721333,-0.0860979,0.0294219,0.00023147581871828615,0.0008493633871591332,-0.000109001,10.529,0.1077032961426901,9.105,0.026,1.23269653,0.017691806013,1.12669653,0.020615528128,0.022227572533250896,0.18173644289574445,0.06425056168157735
ZTF20aazquhc,0.0344427,1.692e-05,17.679515245872267,0.03574201394070469,0.956938,0.109095,0.225947,0.0308917,0.00044242845545295473,0.0009294916761373289,-0.000393817,9.727,0.1030776406404415,9.069,0.03,1.15969653,0.020518284529,1.15069653,0.03905124838,0.3026581067645377,0.18423943166006007,0.07102230761121425
ZTF20aazstdx,0.059688,2.236e-05,17.82926412264978,0.03378033996162996,-0.71811,0.112575,-0.0800908,0.0308109,0.0002739859374064514,0.0008523773789536626,-0.000329376,10.569,0.107335921293852,9.49,0.052,1.26869653,0.017691806013,1.22269653,0.021260291625,-0.0073398062619789255,0.18475505607093884,0.0723493658837156
ZTF20aazymxi,0.0355952,0.00292617,16.597467083146366,0.032425947084066216,1.01591,0.0534265,0.0058276,0.0262738,-3.33526825781197e-05,0.000736112587483038,-0.000216856,9.685,0.1325481044753187,7.336,0.082,1.22769653,0.021260291625,0.48269653,0.305039341725,-0.1711094940475121,0.17887696332364217,0.055650408874397525
ZTF20abahhml,0.0449316,0.00280713,17.525104632785936,0.05342420852665659,2.94149,0.354486,0.120515,0.0383314,0.010000962424092978,0.001577945398544556,0.000701232,9.495,0.1035808862676893,8.158,0.02,0.77969653,0.024207436874,0.56169653,0.076006578663,0.21923814345709355,0.20175895747329348,0.10865853358439108
ZTF20abapvvq,0.0468265,0.00573062,17.220412641306396,0.04704089019406229,0.439224,0.269014,-0.0422768,0.0378396,0.004630750392925236,0.0014289393411665507,-4.50644e-06,9.329,0.1023914058893616,9.192,0.013,0.93069653,0.02334523506,1.04069653,0.021260291625,-0.04353256997066235,0.19607983105097296,0.09771028679201638
ZTF20abazekd,0.0544343,0.00018373,17.660966819538537,0.039049982461812356,-1.75814,0.116773,-0.14237,0.034496,0.0013869902306974258,0.0011110907012405846,0.000439142,11.015,0.1516443206981389,9.424,0.043,1.37169653,0.017691806013,1.11069653,0.021931712199,0.06760336989003196,0.18653632579322474,0.07678411841283377
ZTF20abbhyxu,0.0319161,1.461e-05,16.418536319095146,0.035723095076897665,-0.530349,0.072782,0.0528856,0.0285166,0.0005136668823215673,0.0008760850589055779,4.15219e-05,10.983,0.1672004784682149,9.374,0.108,1.29069653,0.018439088915,1.22069653,0.019849433241,-0.48318327203835565,0.18020631299281964,0.059785577211113994
ZTF20abbihor,0.0265247,0.0035,16.43484754448738,0.042262270995113656,1.06901,0.206924,-0.0321297,0.035904,0.004110980414907516,0.0012942249529258188,0.00218771,9.446,0.1030776406404415,8.875,0.047,0.69669653,0.022803508502,0.84069653,0.022627416998,0.4245281267036031,0.18641452355045132,0.07648774143966969
ZTF20abbjwgc,0.0466414,1.266e-05,18.174038654371916,0.038314679287793835,0.207374,0.168306,0.162036,0.0323289,0.0013234023129978754,0.000979939572966154,-0.000850785,9.828,0.1011187420807834,9.004,0.013,0.49169653,0.019849433241,0.50169653,0.022472205054,0.2717182900302102,0.18893088643397868,0.08243106118890464
ZTF20abbrptu,0.0351941,0.00517325,17.171674480578368,0.037500383430283085,0.814779,0.135914,0.00470632,0.0321363,0.0013569924874338142,0.0009919760114544295,2.28846e-06,7.428,0.1092520022699813,7.594,0.059,0.57669653,0.110909873321,0.61869653,0.135506457411,0.3992003078706896,0.18566036374665923,0.07463089619280887
ZTF20abciflj,0.0401405,0.00042488,17.591384240067462,0.03730169093574292,0.0494292,0.140828,0.222691,0.0308663,0.0008874516526159439,0.0010027931139494496,0.000171343,9.17,0.1017889974407843,9.04,0.022,0.61769653,0.021931712199,0.60269653,0.025495097568,-0.17053256036082998,0.18277711116440093,0.06713771194793408
ZTF20abcqpdj,0.0533028,1.199e-05,18.46966040619099,0.044209691939649985,0.936442,0.241465,0.292094,0.0342092,0.0031312152577498077,0.0012918950815821325,0.000663454,9.615,0.1026109155986827,9.473,0.026,0.98669653,0.019209372712,0.98769653,0.018439088915,-0.009320403747345489,0.18785546816915766,0.07993545471850023
ZTF20abcsjtx,0.030716,1.796e-05,17.09911704836439,0.03709157813921612,-1.04423,0.0782456,0.133013,0.030301,0.0005252881012594315,0.0009520452737525409,-7.43364e-05,9.645,0.1084619749036499,9.184,0.07,0.92169653,0.019209372712,1.03069653,0.020615528128,-0.03013492736642058,0.1821787900357936,0.0654913088806886
ZTF20abcwuwg,0.0567871,0.0014749,17.760261061089953,0.04812287126062304,0.305964,0.209285,0.00246994,0.0384471,0.0044797139145931345,0.001507104121345115,0.00105768,10.248,0.1028396810574595,9.648,0.026,0.91569653,0.019209372712,1.09269653,0.021260291625,-0.07197092304026935,0.1919747598590144,0.08918692966419602
ZTF20abcxnkh,0.0471117,0.0039246,17.260778682392274,0.04637907791022483,-0.568598,0.196881,0.0569282,0.0410697,0.0029499906044493994,0.001506708032033368,-0.000506216,9.781,0.1033247308247159,7.658,0.3,1.64669653,0.039824615503,0.75069653,0.933844205422,-0.45663973334845354,0.19850438902797546,0.10248898703455808
ZTF20abdsunu,0.0546611,0.00019706,17.638136601340893,0.03333938636809201,-0.248113,0.0819963,-0.0591702,0.0273192,0.00020521910696944792,0.0007809518402322505,-0.000119953,10.995,0.1100727032465361,8.682,0.021,0.95169653,0.018439088915,0.77869653,0.037215588132,-0.0031942987852776883,0.17989900394156239,0.058852796188169985
ZTF20abdxffu,0.0596747,1.958e-05,18.02227702255489,0.039248765955249114,-1.83069,0.194025,-0.098403,0.0348534,0.00154546671623562,0.0010840381784653248,0.000357595,10.95,0.1428425706853527,10.527,0.09,1.38169653,0.017691806013,1.40369653,0.016970562748,0.08552219305402384,0.18936183554557967,0.08341405613678762
ZTF20abdzief,0.0553983,1.414e-05,18.058147681784348,0.05214291738752196,-2.694,0.696729,0.094385,0.052002,0.01146087383964208,0.0020621570660486455,0.00502717,10.809,0.1127120224288429,9.618,0.043,1.20469653,0.017691806013,1.20169653,0.019104973175,-0.4167544005869419,0.23112729579758684,0.1565880802063337
ZTF20abdzrxo,0.0302768,1.273e-05,16.285190306831026,0.035498491283224735,-0.304114,0.0681842,0.0477034,0.028611,0.0004590146921383678,0.0008753644197613113,5.28176e-05,11.218,0.1393161871427724,9.606,0.133,1.21969653,0.018439088915,1.32369653,0.019104973175,-0.45148288497868266,0.18019443175879696,0.059749755119797195
ZTF20abedyov,0.0553907,0.00141618,18.352744342361678,0.039982654407294496,0.156497,0.18962,0.161599,0.0344642,0.0011901052717916475,0.0011587509754995156,-0.00027353,10.372,0.1008414597276338,9.165,0.021,1.13969653,0.017691806013,1.09769653,0.02983286778,0.07489521573393965,0.1888077047309075,0.08214833757145389
ZTF20abeeahl,0.0487793,1.709e-05,17.622854659615808,0.032483653366832455,-1.73046,0.0569202,-0.0355162,0.0267465,-8.290572741696416e-06,0.000744948189358946,-0.000151417,10.11,0.1244025723206719,9.941,0.039,1.20769653,0.016970562748,1.19569653,0.019104973175,-0.05547188008821573,0.17924999872973849,0.056838033433707406
ZTF20abeeyre,0.0533624,1.558e-05,17.312095381039622,0.03567036103239562,1.20713,0.149997,-0.0130028,0.0288595,0.00036552286871490347,0.0008566131014023036,-0.000568116,10.287,0.1026109155986827,9.079,0.026,0.98469653,0.018439088915,1.03469653,0.02,-0.21302470319984151,0.18345496373997244,0.06896175549414763
ZTF20abeeytg,0.0427352,1.583e-05,17.33347106685454,0.037324496611181,-1.60017,0.122683,-0.047483,0.0341534,0.0006280095389810679,0.0010391794641443,-0.000257001,10.996,0.1069766329625306,8.801,0.11,1.36669653,0.018439088915,1.31769653,0.033241540277,0.019770229188801405,0.18792149364601457,0.08009049740230792
ZTF20abefdvd,0.0391768,1.721e-05,16.859381894440148,0.035336028280097805,1.24467,0.108892,0.0398837,0.0289687,0.0005155001955760234,0.0008626855998158089,-0.000250531,10.498,0.1672004784682149,8.805,0.102,1.25669653,0.018439088915,1.17569653,0.030413812651,-0.14122459022697922,0.1821321292195307,0.06536139911323671
ZTF20abegate,0.05212,0.00142986,17.708967887338908,0.03384417468483293,0.203625,0.0976806,-0.0243767,0.0289943,0.0003816939690807783,0.0008520327268869592,0.00013856,10.217,0.1023914058893616,9.809,0.039,0.84869653,0.018439088915,1.07669653,0.018439088915,0.1274994286497641,0.18084176681087274,0.06167450545629101
ZTF20abegiry,0.0417795,0.00359201,16.85817737061496,0.06847829968236176,-1.52603,0.126323,-0.162328,0.0500296,0.00481566582835274,0.003228994106026926,0.00280971,10.853,0.1023914058893616,8.576,0.089,1.39169653,0.017804493815,1.51169653,0.206828431314,-0.04742704521320855,0.1897813617892287,0.08436210809702487
ZTF20abeglzu,0.0473494,0.00014711,17.030376269947997,0.03882095560725181,-0.570403,0.0779574,-0.0938216,0.0318161,0.000732717078591159,0.0010608735332134523,4.79114e-05,11.413,0.1035808862676893,9.647,0.08,1.43869653,0.018384776311,1.40369653,0.021260291625,-0.24484127674635836,0.18293616030265572,0.06756951047831368
ZTF20abegoix,0.0470503,0.00560022,16.77084296352888,0.03819120128260264,-0.222164,0.0944194,-0.127583,0.0318248,0.0005934164540729054,0.001049219840564044,-0.000105868,9.437,0.1104943437466371,8.707,0.108,1.16069653,0.040459856648,1.18969653,0.575280801001,-0.3397509457321031,0.18344618835853194,0.06893840746110962
ZTF20abeldyn,0.0470082,0.0039598,17.833358574164954,0.04260400092747919,-0.948127,0.19091,0.130071,0.0340258,0.0024239901378724366,0.0012772987421950186,0.00092997,9.52,0.1049952379872535,9.443,0.066,1.08969653,0.020615528128,1.15569653,0.019798989873,-0.15238320382726525,0.1848820629650975,0.072673084468944
ZTF20abeljuj,0.0423204,0.00440454,17.16315204104347,0.033131045928150915,0.919541,0.0641381,-0.02292,0.0286153,-1.967904029346097e-05,0.0008149698725155938,-0.000214477,9.372,0.1044030650891055,6.567,0.358,0.76069653,0.022627416998,-0.81930347,1.398333293603,0.15114172714737398,0.18098908602739802,0.06210514681596747
ZTF20abeoicg,0.039225,1.76e-05,17.578970516730003,0.036078527149341344,-0.311051,0.0909276,0.198571,0.0286297,0.0005525147458335773,0.000890969015362045,1.08627e-05,9.348,0.107335921293852,8.925,0.037,1.12669653,0.022022715546,1.11569653,0.022803508502,-0.1192121787381393,0.1804848682344123,0.06062002690195013
ZTF20abeqsrm,0.0475863,0.00385519,17.55463975936121,0.039164255410597155,0.132703,0.177076,0.0214123,0.0313804,0.0020505999853921365,0.0010694748985828181,0.000669081,8.956,0.1021812115802117,7.841,0.114,0.18769653,0.023600847442,-0.08130347,0.093776329636,0.019885361654433276,0.18329776352532845,0.06854246941413203
ZTF20abeyvwv,0.0492287,1.494e-05,17.781541411824215,0.03871373550647273,0.533568,0.169958,0.0939036,0.0323455,0.001590967999993154,0.0009889085453716334,-0.00084726,10.746,0.1345362404707371,8.64,0.117,1.23869653,0.018439088915,1.24269653,0.043416586692,0.010936236833386057,0.18913259242281136,0.0828923248351334
ZTF20abfhway,0.046892,1.607e-05,18.453547234972895,0.043803823911700554,-2.57121,0.193214,0.231219,0.039422,0.0016085164589176011,0.0014272574417891692,3.4085e-05,10.334,0.1122541758688735,8.829,0.031,1.15269653,0.018439088915,1.07469653,0.032526911935,-0.058264634398313545,0.19373672251960272,0.09291887672931445
ZTF20abfklsy,0.049081,0.00144117,17.200515605695912,0.03645522254678542,1.26574,0.153181,-0.0439091,0.0317089,0.0009091472410253592,0.0009429600303594011,-0.000560051,10.211,0.1156027681329474,9.73,0.036,1.25369653,0.019209372712,1.50069653,0.018384776311,-0.04633424005981999,0.1868824540081261,0.07762120596911233
ZTF20abgbwmt,0.0374159,1.414e-05,16.598477003282078,0.035456790388412956,0.742052,0.116886,-0.135055,0.0306508,0.0003847924537589765,0.0009114153371793584,-0.000327284,9.989,0.1009752444909147,8.43,0.04,0.83569653,0.019798989873,0.71769653,0.056568542495,0.13032762312779853,0.18401448786948651,0.07043672157241133
ZTF20abglyot,0.0555818,9.725e-05,18.000770845877433,0.08265467846557524,-1.63746,0.177308,0.0374532,0.0418424,0.00997753620455424,0.002414839035315836,0.00199966,11.303,0.1372443077143821,8.843,0.075,1.41169653,0.018439088915,1.80469653,0.15532224567,-0.1620282966982744,0.19723276684161506,0.10000382150697484
ZTF20abhjghg,0.0577802,0.00362353,17.370956362349528,0.04537893805151945,0.638639,0.167001,-0.162378,0.0356492,0.0030428540462578667,0.0014044359957313198,0.000856987,10.693,0.1146123902551552,8.587,0.164,1.51669653,0.019798989873,1.23969653,0.16807736314,0.04345059731649409,0.186385351138322,0.07641661546388706
ZTF20abhmqdn,0.0384799,0.00020705,17.09075772735517,0.03926956514005051,0.881544,0.101643,0.0699711,0.031855,0.0005166735635709929,0.0011239994316034282,0.000362733,10.764,0.1033247308247159,8.486,0.064,1.12769653,0.018439088915,0.99869653,0.121823643025,-0.02094759132459577,0.1813608777778215,0.06318043991886971
ZTF20abipuee,0.0566676,0.00399531,18.12221181962465,0.03739464987417173,-1.61652,0.185481,-0.00759451,0.0314101,0.0019237948981476016,0.0010272754466608492,0.000914573,10.476,0.1616446720433432,9.853,0.1,1.26369653,0.018439088915,1.33369653,0.018384776311,0.05573826476878149,0.18314516482125207,0.06813333543430546
ZTF20abjbiqf,0.0453929,0.00304631,17.965546997370815,0.03565490815773836,-0.494436,0.112608,0.213774,0.0294502,0.00010834147592976676,0.0009296314681168494,2.34172e-05,9.421,0.1400142849854971,9.46,0.04,1.18569653,0.021260291625,1.21269653,0.019798989873,-0.12684571253888655,0.18082049603851494,0.06161210747584106
ZTF20abjfufv,0.03129,0.00142338,17.178404324622065,0.03399053229687462,-1.88568,0.0842308,0.0356719,0.02954,2.7362304858723525e-05,0.000859068230563645,-0.000162998,10.073,0.1244025723206719,9.92,0.127,1.32969653,0.018439088915,1.28069653,0.017691806013,0.18294331063498648,0.18184881582359844,0.06456773045759791
ZTF20abjwvdh,0.0471563,0.00612719,16.88050019278311,0.03556535747935542,0.0571217,0.104986,-0.0394224,0.0311949,0.0007774998108012548,0.0009181764305638134,-2.64057e-05,10.358,0.107335921293852,9.503,0.06,1.00269653,0.019104973175,1.10669653,0.026400757565,-0.4614347682437424,0.18417096288772516,0.07084450275774283
ZTF20abkcril,0.0485148,0.00289871,18.002089551973448,0.035745749113586266,-0.257639,0.0972941,0.0656737,0.0306801,0.0003028616384097829,0.0009302486448336861,-0.000163579,9.756,0.1011187420807834,6.839,0.663,0.98369653,0.020518284529,0.72769653,0.545381517839,0.23712458904353903,0.1830812697108459,0.06796139579890555
ZTF20abkfhzy,0.0477947,0.0014605,17.632037500202912,0.03676845611551438,0.8851,0.120341,0.109331,0.0309917,0.0009537242969135962,0.000980190179667463,0.000235084,10.298,0.1096585609973065,9.676,0.039,1.22869653,0.018439088915,1.30369653,0.019849433241,-0.07168253957871942,0.18279916086382977,0.06719771731629216
ZTF20ablnjvp,0.0538316,1.166e-05,17.726359460427773,0.03407712645549862,0.28539,0.0968456,0.0643044,0.0276454,0.0006179631185159822,0.0008159202489140495,0.000211492,9.343,0.1059481005020854,8.304,0.032,0.24869653,0.032649655435,0.41169653,0.055226805086,-0.17915756330772148,0.1795834556421057,0.05788106374592769
ZTF20ablqbvc,0.0490046,1.27e-05,17.85941133903273,0.036122829611279675,0.602677,0.119957,0.102143,0.0310012,0.0006179394978164658,0.000952322342955246,-0.000105494,9.252,0.1026109155986827,9.032,0.035,0.93769653,0.021931712199,0.96969653,0.041036569057,0.0834580142724457,0.18369727451789128,0.06960379777929869
ZTF20ablstba,0.0506585,1.277e-05,17.561831641420696,0.03851598920814429,0.367021,0.191422,0.0622991,0.0311549,0.0012042438882185105,0.00105355962924553,-6.37013e-05,9.485,0.1059481005020854,8.127,0.216,0.73069653,0.020518284529,1.30569653,0.784564210247,-0.19770259856834685,0.18450157649368273,0.07169959364357832
ZTF20ablxtlp,0.0388602,1.414e-05,17.87360543038508,0.04177966856775241,-2.72794,0.154486,0.135255,0.0376177,0.0012513135099705029,0.0013008826979037716,0.000261158,10.491,0.1084619749036499,9.953,0.125,1.40069653,0.018439088915,1.34669653,0.016970562748,0.043619447928161595,0.19040326112023334,0.08575197866649932
ZTF20abmcxct,0.0301409,0.00015044,16.46533169499673,0.04080385334317744,-0.0970593,0.155498,-0.000638073,0.0356318,0.0023990588147565647,0.0011908818997132273,0.000969402,9.676,0.1012719112093773,9.246,0.027,0.51969653,0.02,0.61369653,0.02,-0.08680573000897615,0.18771677353142727,0.0796089634717671
ZTF20abmoans,0.0310846,1.358e-05,17.25879062632694,0.03761202505499366,-2.58629,0.16835,0.122118,0.0322557,0.0014664733307331614,0.0010217013233474273,0.000532902,9.961,0.1648059464946578,10.106,0.116,1.27569653,0.017691806013,1.27869653,0.017691806013,-0.08023317550916642,0.18478730228706966,0.07243167184687133
ZTF20abmspyz,0.0435301,0.00014378,17.243484424622046,0.04515883777246572,-1.33324,0.422021,-0.039541,0.0410365,0.0012853285899976142,0.0014348502211545295,0.00234116,10.878,0.1016070863670443,9.024,0.094,1.47669653,0.019849433241,1.45769653,0.097005154502,-0.10123601872229566,0.19942921468331684,0.10426893913915339
ZTF20abmudrv,0.046035,1.414e-05,17.23457249460673,0.036394843217282195,-0.00257144,0.100875,-0.0464478,0.0306609,0.0011141679941376868,0.0009624583928140004,0.000524369,10.237,0.1084619749036499,8.642,0.022,1.02369653,0.018384776311,1.11969653,0.034828149535,-0.03916738832476167,0.18166431785031523,0.06404626749483808
ZTF20abmxtnh,0.0585405,0.00012715,18.65359995352684,0.03944275985728442,-2.80955,0.19202,0.104507,0.034461,0.0016450223690347592,0.0011463392186798567,0.000697003,11.577,0.1262101422231985,9.572,0.067,1.52669653,0.018439088915,1.54169653,0.044821869662,0.011278501594848257,0.18698009921323364,0.07785600491799391
ZTF20aboquuv,0.0462216,0.00158846,17.065518831457258,0.033191594004452846,0.778946,0.0753124,-0.0123407,0.0276423,0.00011285050678841544,0.0007901771481935634,-0.000156661,8.594,0.1006031808642251,7.51,0.203,0.44569653,0.035510561809,0.71769653,0.364002747242,-0.21095914468118132,0.18011096264497944,0.059497553436264734
ZTF20abotxgj,0.0359196,0.00300832,16.590102178890817,0.06228228220348522,0.687149,0.296033,-0.0591707,0.0439285,0.009102603837657533,0.0025516893895602805,0.00416981,8.422,0.1049952379872535,8.236,0.03,0.74969653,0.036359317925,0.64869653,0.038275318418,-0.045107015688629265,0.18917218634133998,0.08298262520047585
ZTF20abpeyat,0.0548878,0.00500625,18.3426089477452,0.03296480911669891,0.547413,0.0724201,0.149706,0.0264396,0.00016691676704488727,0.0007585534928800726,-6.14261e-05,9.532,0.1038460398859773,8.668,0.049,0.93569653,0.027459060435,0.93769653,0.046615448083,0.17501481228678864,0.17874617011635147,0.05522855539721867
ZTF20abpsbyg,0.0522197,0.00147887,18.09943556391419,0.03495338739381457,-1.55888,0.131076,-0.0165223,0.0303824,0.00036654394371144725,0.0009028955887387623,-0.000139462,10.586,0.1044030650891055,8.553,0.132,1.35369653,0.018384776311,1.37969653,0.230670761043,0.24353969678683185,0.1833963670817471,0.06880572257292944
ZTF20abpuyau,0.045443,0.00300832,17.545082845867686,0.03896828582493265,0.244678,0.105641,0.0885084,0.0316543,0.0005567159411199904,0.001056207868751283,-0.000126385,8.532,0.1118033988749895,8.362,0.054,0.82569653,0.064350602173,0.87669653,0.066468037432,-0.06944116031609619,0.18338782461274372,0.0687829500399223
ZTF20abpyxja,0.0431242,0.00154147,18.439989729071918,0.035253987295888786,-0.088988,0.0864971,0.286982,0.029846,0.00015448084465316566,0.000916831762414741,-0.000122755,9.066,0.105304320899002,8.984,0.029,0.91369653,0.021931712199,0.92169653,0.027586228448,0.30941125869231434,0.18161516891522422,0.06390672562497175
ZTF20abpzltz,0.0411284,1.565e-05,17.217962095147527,0.03586425757522873,0.368325,0.341053,0.0347774,0.0286311,0.0021925676711101625,0.0008962932388316995,0.00151297,10.311,0.1014347080638575,9.054,0.028,0.73169653,0.019798989873,0.91869653,0.046043457733,0.018102688594485397,0.1846601680732954,0.07210671031781787
ZTF20abqaqgv,0.0263516,1.414e-05,16.518654320124075,0.03456349658635498,0.563936,0.0527436,0.156181,0.0278546,3.364699231357742e-05,0.0008425842304786876,-0.000177066,9.831,0.1016070863670443,9.412,0.114,1.11669653,0.020808652047,1.30069653,0.038418745425,-0.11461292112428825,0.17959422191904872,0.057914458874347735
ZTF20abqbzuv,0.0265784,0.00016042,16.817908934935105,0.03729678567024371,-2.30667,0.0933147,0.0300972,0.0309328,0.0005892857468501558,0.0009791206255291617,9.33472e-05,10.45,0.1379311422413372,10.079,0.114,1.31969653,0.019104973175,1.33369653,0.019104973175,0.14318995147711538,0.1825282567236761,0.06645723815043925
ZTF20abqcvtk,0.0532251,0.00143029,17.75555482616501,0.03864137477041668,0.307003,0.136511,0.0667168,0.0324142,0.001696649594643225,0.0010761701773522626,0.000733548,9.937,0.1026109155986827,9.261,0.024,0.87669653,0.018384776311,0.92169653,0.020518284529,-0.13006083067890603,0.18346757999278698,0.06899531077116536
ZTF20abqfgee,0.0338523,0.00414035,17.07906084715981,0.036646776784663604,-0.820084,0.0676845,0.241518,0.0309564,0.00021292097631204883,0.0009747458799840032,-0.000175205,9.832,0.1274401820463232,8.734,0.048,1.10269653,0.021260291625,1.04669653,0.031144823005,-0.5583807113876036,0.18260294871658067,0.06666210977752045
ZTF20abqgzhh,0.0521907,0.0035,17.31477341297115,0.03591738380253837,-0.285817,0.109197,-0.0548645,0.0308508,0.00018793646674318797,0.0009480766582008267,-0.00017567,10.124,0.1026109155986827,9.464,0.03,0.81769653,0.018384776311,1.02569653,0.021931712199,-0.24631055098085908,0.1831674612315172,0.06819324639580776
ZTF20abquppg,0.0573382,0.00425206,18.708949879630296,0.03458867949524795,-1.78038,0.0907727,0.273115,0.0296583,0.00026780044682048014,0.000884042626115763,-8.7375e-06,8.415,0.1131768527570898,7.222,1.194,2.24069653,0.94903793391,1.90069653,2.282236841347,-0.2511875675906275,0.18161016099204247,0.06389249232543352
ZTF20abrnklh,0.0549612,0.00448219,17.795550684979695,0.035024378278521964,-1.12543,0.118203,-0.0146226,0.0336679,0.0003091141428332778,0.0009074145302362187,-0.00100072,9.591,0.1146123902551552,9.289,0.038,1.09469653,0.023430749028,1.05469653,0.020518284529,-0.11449685267162535,0.19024121111400172,0.08539155933768959
ZTF20absvtnc,0.0338036,0.00043497,16.6864224338033,0.03408380120054019,1.05786,0.0704428,0.0135064,0.0292588,0.00015695653503731727,0.0008552387145531991,-0.000167596,7.923,0.105304320899002,7.912,0.045,0.47369653,0.060745370194,0.44969653,0.195726850483,0.0011896727730611178,0.1815063145073646,0.06359671537152173
ZTF20abszyjg,0.0449233,0.00353023,17.625341178407457,0.03529678733513064,-1.9142,0.0937021,-0.0072122,0.0317634,0.0002287210501909566,0.0009302804174047683,-0.000179574,6.557,0.5089214084708954,5.88,0.34,1.38869653,1.391889722643,0.59969653,5.629343300954,0.02458800115223,0.18458653174757725,0.07191792337518749
ZTF20abtctgr,0.0397608,0.00012715,18.503221931085676,0.03489483545778073,-2.5178,0.0735611,0.222302,0.028606,0.00012045503090607452,0.0008628881408113892,-0.00011777,10.858,0.1442775103749714,8.924,0.03,1.40869653,0.018439088915,1.32469653,0.02983286778,0.40062802289610067,0.1804686458287874,0.06057171061870635
ZTF20abthxfr,0.0400539,0.00595,17.226704170640158,0.03479664047854714,-1.66316,0.0799164,-0.0257204,0.0300701,0.00011277917792267292,0.0008918327077366426,-0.000180225,9.97,0.1554380905698471,9.582,0.118,1.29469653,0.019798989873,1.35269653,0.019104973175,-0.02320720213055646,0.18231139190651752,0.0658592713206866
ZTF20abucjsa,0.044782,0.0015465,18.01090542635619,0.037154898727110156,-2.30374,0.12252,0.1317,0.0319696,0.000628133081359849,0.001009150954188513,0.000158049,9.939,0.1077032961426901,9.571,0.084,1.34069653,0.020518284529,1.44869653,0.018439088915,-0.054805628673807276,0.1838695880240631,0.07005730083395081
ZTF20abucvpo,0.0353044,0.00388973,16.836439899450205,0.03613017269155025,0.219274,0.0951357,-0.103895,0.0301486,0.0006285668076933882,0.0009365925174411036,2.09414e-05,6.578,0.5383688326788616,7.739,0.697,1.34269653,0.653758365147,0.93369653,1.657463725093,0.30165096598694247,0.18204296972376788,0.06511253969742438
ZTF20abupbub,0.0512998,0.00800562,17.400439245830263,0.035363822888777596,-0.727705,0.0863607,0.0107278,0.0299995,0.0005532501138860606,0.0009118191284508536,0.000170065,10.508,0.1096585609973065,8.13,0.258,1.09569653,0.018439088915,1.61869653,1.669078787835,-0.38364072648010616,0.18154927863081846,0.06371923235076321
ZTF20abvowvw,0.0582751,0.00488262,17.410863731466673,0.0364244125725413,1.08598,0.113495,-0.115414,0.0306232,0.001288559594184425,0.0009213008295049105,0.000111248,7.967,0.1352072483264118,7.915,0.139,0.68169653,0.098086696346,0.72369653,0.124450793489,-0.014126101589857255,0.1836170635444949,0.06939182966821864
ZTF20abvxsgk,0.0545273,0.00304631,17.746853866121214,0.03351972015932104,-0.494073,0.40731,-0.131687,0.0552593,1.0277550884413629e-05,0.0008637249183121631,-0.0178818,8.527,0.1122541758688735,7.724,0.09,0.75969653,0.040706264874,0.74069653,0.095707888912,0.29463615640003105,0.2686131415914187,0.20797360369915108
ZTF20abvyare,0.0475062,0.00015044,17.760499291744722,0.04268568990215607,0.549873,0.142767,0.286641,0.0336803,0.000413139661271153,0.0012083352084363626,-0.000642424,10.008,0.1066255128944288,8.444,0.055,0.73869653,0.019104973175,0.73469653,0.053823786563,-0.510446524309655,0.18666024806985207,0.07708468206783177
ZTF20abvycao,0.0469791,0.00171184,17.135734134018048,0.04879594828474056,0.504452,0.261502,-0.00311372,0.0378358,0.007313585115686095,0.001550855810314177,0.00298631,8.687,0.1012719112093773,8.089,0.061,0.47869653,0.030232432916,0.49469653,0.142863571284,-0.2443575678744931,0.18948577850772297,0.08369504320255677
ZTF20abvykmy,0.0565715,0.00154318,17.359253157952782,0.034271654909782234,0.385366,0.0939928,-0.0273199,0.0305915,0.0003458705860728189,0.0008759683236752706,-0.000215061,9.496,0.1038460398859773,7.851,0.072,0.83269653,0.024839484697,0.67469653,0.139316187143,-0.36386884961107396,0.18367740976898012,0.06955135411652187
ZTF20abwavab,0.0500648,0.00327567,17.338585201057995,0.04219533764022963,0.622244,0.20776,0.0305322,0.0334196,0.004230373087454799,0.0012050172244610683,0.00202354,10.07,0.1000799680255744,8.645,0.007,0.64769653,0.022847319318,0.60369653,0.036891733491,-0.26468869890568714,0.18417733566180997,0.07086106809442695
